example_id,caption,wav,split,image_id,target
145721496_687af9bb18.jpg#0,A bird is standing on a rock overlooking a waterfall .,145721496_687af9bb18_0.wav,train,145721496_687af9bb18.jpg,"['rock', 'waterfall']"
1457762320_7fe121b285.jpg#0,A group of bicyclists getting ready for a ride .,1457762320_7fe121b285_0.wav,train,1457762320_7fe121b285.jpg,"['ride', 'group']"
1459032057_97e73ed6ab.jpg#0,A girl in a striped shirt holds a bun to her mouth .,1459032057_97e73ed6ab_0.wav,train,1459032057_97e73ed6ab.jpg,"['shirt', 'girl', 'mouth']"
1460352062_d64fb633e0.jpg#0,A girl in sunglasses sits in the branches of a tree .,1460352062_d64fb633e0_0.wav,train,1460352062_d64fb633e0.jpg,"['tree', 'girl']"
1460500597_866fa0c6f3.jpg#0,A man is sitting in room made up of wood panelling .,1460500597_866fa0c6f3_0.wav,train,1460500597_866fa0c6f3.jpg,"['room', 'man']"
146100443_906d87faa2.jpg#0,a girl and two boys dressed up for halloween .,146100443_906d87faa2_0.wav,train,146100443_906d87faa2.jpg,['girl']
1461329041_c623b06e5b.jpg#0,The two ladies are riding bicycles near the beach .,1461329041_c623b06e5b_0.wav,train,1461329041_c623b06e5b.jpg,['beach']
1461653394_8ab96aae63.jpg#0,A large white dog growling at a large black dog .,1461653394_8ab96aae63_0.wav,train,1461653394_8ab96aae63.jpg,"['growling', 'dog']"
1463638541_c02cfa04dc.jpg#0,A girl climbing a rope wall .,1463638541_c02cfa04dc_0.wav,train,1463638541_c02cfa04dc.jpg,"['rope', 'wall', 'girl']"
1463732130_a754441289.jpg#0,A girl in a white shirt jumps on a trampoline .,1463732130_a754441289_0.wav,train,1463732130_a754441289.jpg,"['trampoline', 'shirt', 'girl']"
1463732807_0cdf4f22c7.jpg#0,A boy on a playground swing strikes a medatative pose .,1463732807_0cdf4f22c7_0.wav,train,1463732807_0cdf4f22c7.jpg,"['playground', 'swing', 'boy']"
1464120327_d90279ca3a.jpg#0,A little boy presses his face a window .,1464120327_d90279ca3a_0.wav,train,1464120327_d90279ca3a.jpg,"['face', 'window']"
1465666502_de289b3b9c.jpg#0,A black dog is swimming in green water with something in its mouth .,1465666502_de289b3b9c_0.wav,train,1465666502_de289b3b9c.jpg,"['something', 'water', 'mouth', 'dog']"
146577645_91b570c0d0.jpg#1,A man paddles down the rapids in a kayak .,146577645_91b570c0d0_1.wav,train,146577645_91b570c0d0.jpg,['man']
146577646_9e64b8c2dc.jpg#0,A kayaker is battling waves in a purple boat while wearing rain gear .,146577646_9e64b8c2dc_0.wav,train,146577646_9e64b8c2dc.jpg,"['boat', 'rain', 'gear']"
1466307485_5e6743332e.jpg#0,A group of people pull a jeep stuck on a rock .,1466307485_5e6743332e_0.wav,train,1466307485_5e6743332e.jpg,"['rock', 'group']"
1466307489_cb8a74de09.jpg#0,Men in helmets and orange vests pulling a jeep out of a ditch,1466307489_cb8a74de09_0.wav,train,1466307489_cb8a74de09.jpg,['orange']
1466479163_439db855af.jpg#0,A brown dog runs through the grass holding something in its mouth .,1466479163_439db855af_0.wav,train,1466479163_439db855af.jpg,"['grass', 'something', 'mouth', 'dog']"
1468103286_96a6e07029.jpg#0,A Baseball batter raising his arm .,1468103286_96a6e07029_0.wav,train,1468103286_96a6e07029.jpg,['baseball']
1468429623_f001988691.jpg#0,"A black dog is jumping up , biting a man 's padded arm .",1468429623_f001988691_0.wav,train,1468429623_f001988691.jpg,"['man', 'dog']"
1469358746_2a879abaf3.jpg#0,A man and his dog in the mountains .,1469358746_2a879abaf3_0.wav,train,1469358746_2a879abaf3.jpg,"['man', 'dog']"
1470061031_4cb59c12a8.jpg#1,Two dogs are fighting on brick pavement .,1470061031_4cb59c12a8_1.wav,train,1470061031_4cb59c12a8.jpg,['brick']
1470132731_fa416b7504.jpg#0,A black dog is running in the water .,1470132731_fa416b7504_0.wav,train,1470132731_fa416b7504.jpg,"['water', 'dog']"
1472053993_bed67a3ba7.jpg#0,"A downhill skier with a backpack , on a background of mountains and wispy clouds .",1472053993_bed67a3ba7_0.wav,train,1472053993_bed67a3ba7.jpg,['background']
1472653060_7427d2865a.jpg#0,A man cutting up some food on a yellow board .,1472653060_7427d2865a_0.wav,train,1472653060_7427d2865a.jpg,"['food', 'man']"
1473080948_bae2925dc8.jpg#0,A kayaker wearing a blue wetsuit and black helmet paddles his yellow kayak in murky rolling rapids .,1473080948_bae2925dc8_0.wav,train,1473080948_bae2925dc8.jpg,"['helmet', 'wetsuit']"
1473250020_dc829a090f.jpg#0,"A boy stands on a rock in a creek , holding a stick .",1473250020_dc829a090f_0.wav,train,1473250020_dc829a090f.jpg,"['stick', 'boy', 'rock']"
1473618073_7db56a5237.jpg#0,A boy on a green plastic swing .,1473618073_7db56a5237_0.wav,train,1473618073_7db56a5237.jpg,"['swing', 'boy']"
1474474514_b3eb492722.jpg#0,A child smiling in a park,1474474514_b3eb492722_0.wav,train,1474474514_b3eb492722.jpg,"['park', 'child']"
1475046848_831245fc64.jpg#0,A blonde woman in blue shorts walks on the beach carrying her shoes .,1475046848_831245fc64_0.wav,train,1475046848_831245fc64.jpg,"['woman', 'beach']"
1476002408_4256b7b2fa.jpg#0,a lone person wearing a quilt walking along the sidewalk of a street,1476002408_4256b7b2fa_0.wav,train,1476002408_4256b7b2fa.jpg,"['lone', 'sidewalk', 'street', 'person']"
1478294229_7e1c822fea.jpg#0,A closeup of a bicycle rider 's leg .,1478294229_7e1c822fea_0.wav,train,1478294229_7e1c822fea.jpg,['bicycle']
1478606153_a7163bf899.jpg#0,A brown and white dog is running through woodland .,1478606153_a7163bf899_0.wav,train,1478606153_a7163bf899.jpg,"['brown', 'dog']"
1479028910_3dab3448c8.jpg#0,A boy skateboards and does a jump over another skateboard .,1479028910_3dab3448c8_0.wav,train,1479028910_3dab3448c8.jpg,"['skateboard', 'boy']"
1479124077_17dcc0d5d7.jpg#0,A barefoot boy in shorts and a t-shirt jumps in muddy grass .,1479124077_17dcc0d5d7_0.wav,train,1479124077_17dcc0d5d7.jpg,"['jumps', 'boy', 'grass']"
1479513774_70c94cf9d3.jpg#0,A girl wearing a green jacket is standing at a stop light .,1479513774_70c94cf9d3_0.wav,train,1479513774_70c94cf9d3.jpg,"['girl', 'jacket']"
1479679558_d0a01bc62b.jpg#1,A narrow stream runs between leaf-covered hills .,1479679558_d0a01bc62b_1.wav,train,1479679558_d0a01bc62b.jpg,['stream']
1479857177_9d4a6f38fd.jpg#0,A man in a scuba suit holds a box .,1479857177_9d4a6f38fd_0.wav,train,1479857177_9d4a6f38fd.jpg,"['box', 'suit', 'man']"
1480712062_32a61ad4b7.jpg#0,A person in a scuba suit holds a very small lobster .,1480712062_32a61ad4b7_0.wav,train,1480712062_32a61ad4b7.jpg,"['suit', 'person']"
1481062342_d9e34366c4.jpg#0,A little girl in pajamas runs down a hall with hardwood floors .,1481062342_d9e34366c4_0.wav,train,1481062342_d9e34366c4.jpg,"['pajamas', 'girl']"
1482960952_95f2d419cb.jpg#3,Three elderly women wearing coats and carrying purses are walking with their back to the camera .,1482960952_95f2d419cb_3.wav,train,1482960952_95f2d419cb.jpg,"['back', 'camera']"
148512773_bae6901fd6.jpg#0,A couple enjoys a quiet moment near the river .,148512773_bae6901fd6_0.wav,train,148512773_bae6901fd6.jpg,"['river', 'couple']"
1488937076_5baa73fc2a.jpg#0,a few different colored dogs jumping around in the grass behind a house,1488937076_5baa73fc2a_0.wav,train,1488937076_5baa73fc2a.jpg,['grass']
1489286545_8df476fa26.jpg#0,A man and a dog sit on a bench near a body of water .,1489286545_8df476fa26_0.wav,train,1489286545_8df476fa26.jpg,"['water', 'bench', 'body', 'man']"
1491192153_7c395991e5.jpg#0,A man putting a little boy wearing orange into a child swing .,1491192153_7c395991e5_0.wav,train,1491192153_7c395991e5.jpg,"['boy', 'orange', 'swing', 'man', 'child']"
1499495021_d295ce577c.jpg#0,"A dark haired woman wearing a brown jacket and fatigue bottoms and a balding man wearing a green sweater and blue jeans with a fishing pole , stand at the foot of the surf .",1499495021_d295ce577c_0.wav,train,1499495021_d295ce577c.jpg,"['jacket', 'woman', 'fishing', 'man']"
1499554025_a8ffe0e479.jpg#0,A group of females in white suits are in a petting zoo with two goats .,1499554025_a8ffe0e479_0.wav,train,1499554025_a8ffe0e479.jpg,['group']
1500853305_0150615ce9.jpg#0,A girl and a boy hugging on a bridge,1500853305_0150615ce9_0.wav,train,1500853305_0150615ce9.jpg,"['boy', 'bridge', 'girl']"
1501811302_5e723fc529.jpg#0,A black and white dog runs around a farm animal inside a fenced yard .,1501811302_5e723fc529_0.wav,train,1501811302_5e723fc529.jpg,['dog']
1505686764_9e3bcd854a.jpg#0,a man in red shorts is walking along rocks by a river carrying a stick .,1505686764_9e3bcd854a_0.wav,train,1505686764_9e3bcd854a.jpg,"['river', 'stick', 'man']"
150582765_bad8dec237.jpg#0,A girl wearing a pink hoodie looks through her camera .,150582765_bad8dec237_0.wav,train,150582765_bad8dec237.jpg,"['camera', 'girl', 'pink']"
1507563902_6ec8d5d822.jpg#0,a child is doing a back flip whilst jumping on a trampoline .,1507563902_6ec8d5d822_0.wav,train,1507563902_6ec8d5d822.jpg,"['whilst', 'trampoline', 'child']"
1508269285_6c5723f67d.jpg#0,A brown and white dog is standing in the river by the bank .,1508269285_6c5723f67d_0.wav,train,1508269285_6c5723f67d.jpg,"['river', 'brown', 'dog']"
1510669311_75330b4781.jpg#0,A group of girls are posing together with males nearby .,1510669311_75330b4781_0.wav,train,1510669311_75330b4781.jpg,['group']
1511807116_41c3645e8c.jpg#0,A black dog plays with another animal .,1511807116_41c3645e8c_0.wav,train,1511807116_41c3645e8c.jpg,['dog']
1514957266_a19827c538.jpg#0,A black dog runs on green grass with its mouth open .,1514957266_a19827c538_0.wav,train,1514957266_a19827c538.jpg,"['grass', 'mouth', 'dog']"
1515025681_999199cb79.jpg#0,A man in a white shirt and sunglasses gazes into the horizon .,1515025681_999199cb79_0.wav,train,1515025681_999199cb79.jpg,"['shirt', 'man']"
1515883224_14e36a53c7.jpg#0,A brunette woman in a blue shirt too small for her standing behind casually-dressed people .,1515883224_14e36a53c7_0.wav,train,1515883224_14e36a53c7.jpg,"['standing', 'woman', 'shirt']"
1516714577_7d1c35a8d8.jpg#0,A girl in pink twirls a ribbon .,1516714577_7d1c35a8d8_0.wav,train,1516714577_7d1c35a8d8.jpg,['girl']
1517340899_ee1c74a8f6.jpg#0,A girl jumping in the grass .,1517340899_ee1c74a8f6_0.wav,train,1517340899_ee1c74a8f6.jpg,"['jumping', 'girl', 'grass']"
1517807181_ca6588f2a0.jpg#1,Two children running in a field .,1517807181_ca6588f2a0_1.wav,train,1517807181_ca6588f2a0.jpg,['field']
152029243_b3582c36fa.jpg#0,A man maneuvers a motorcycle through a rocky stream .,152029243_b3582c36fa_0.wav,train,152029243_b3582c36fa.jpg,"['motorcycle', 'stream', 'man']"
1521623639_4bda3407cc.jpg#0,A homeless man sitting on a sofa under an overpass .,1521623639_4bda3407cc_0.wav,train,1521623639_4bda3407cc.jpg,['man']
1522787272_5a31497ef2.jpg#0,A dog with mud stuck on his underside is running on grass .,1522787272_5a31497ef2_0.wav,train,1522787272_5a31497ef2.jpg,"['grass', 'dog']"
1523800748_a59e980eee.jpg#0,Boy and girl running along the beach .,1523800748_a59e980eee_0.wav,train,1523800748_a59e980eee.jpg,"['girl', 'boy', 'beach']"
1525153022_06c48dbe52.jpg#0,A black dog is running through the shallow edge of a large body of water .,1525153022_06c48dbe52_0.wav,train,1525153022_06c48dbe52.jpg,"['body', 'water', 'edge', 'dog']"
1526181215_c1a94325ae.jpg#0,A dog is jumping into the water .,1526181215_c1a94325ae_0.wav,train,1526181215_c1a94325ae.jpg,"['water', 'dog']"
1527297882_dededc7891.jpg#0,a man dressed as Jack Sparrow from Pirates of the Caribbean,1527297882_dededc7891_0.wav,train,1527297882_dededc7891.jpg,['man']
1527333441_af65636a74.jpg#0,"A man in a blue shirt and jeans stands behind a sign that says "" Mark ' Mom ' Finley "" .",1527333441_af65636a74_0.wav,train,1527333441_af65636a74.jpg,"['shirt', 'sign', 'man']"
1527513023_3d8152b379.jpg#0,A little boy plays with a water toy while others watch .,1527513023_3d8152b379_0.wav,train,1527513023_3d8152b379.jpg,"['water', 'boy', 'toy']"
1529044279_4922ead27c.jpg#0,A crowded street in Europe .,1529044279_4922ead27c_0.wav,train,1529044279_4922ead27c.jpg,['street']
1536597926_c2e1bc2379.jpg#0,Two hikers rest on a snow-covered mountain .,1536597926_c2e1bc2379_0.wav,train,1536597926_c2e1bc2379.jpg,['mountain']
1539166395_0cdc0accee.jpg#0,A child with a skull on his shirt is sitting in front of some plants and a building and is holding onto handlebars .,1539166395_0cdc0accee_0.wav,train,1539166395_0cdc0accee.jpg,"['shirt', 'front', 'child']"
1540631615_8b42c1b160.jpg#0,A boy in a red jacket does a gymnastic maneuver on a grassy athletic field .,1540631615_8b42c1b160_0.wav,train,1540631615_8b42c1b160.jpg,"['boy', 'field', 'jacket']"
1541272333_1624b22546.jpg#0,A brown dog brings up some dust as he runs around a field .,1541272333_1624b22546_0.wav,train,1541272333_1624b22546.jpg,"['dog', 'field']"
1542033433_5453d4c466.jpg#0,A female in a green shirt standing while traffic passes .,1542033433_5453d4c466_0.wav,train,1542033433_5453d4c466.jpg,"['shirt', 'traffic']"
1550772959_9ca9fa625f.jpg#0,A girl sits with excavating tools examining a rock .,1550772959_9ca9fa625f_0.wav,train,1550772959_9ca9fa625f.jpg,['rock']
1552065993_b4dcd2eadf.jpg#0,A dog is running in a field .,1552065993_b4dcd2eadf_0.wav,train,1552065993_b4dcd2eadf.jpg,"['dog', 'field']"
155221027_b23a4331b7.jpg#0,A skydiver safely lands while another watches from the ground .,155221027_b23a4331b7_0.wav,train,155221027_b23a4331b7.jpg,['ground']
1557451043_f5c91ff6f4.jpg#0,A girl is sitting on the beach and staring at the ocean .,1557451043_f5c91ff6f4_0.wav,train,1557451043_f5c91ff6f4.jpg,"['ocean', 'girl', 'beach']"
1557838421_a33f2a4911.jpg#0,A grey and white dog is biting the ear of a white and brown dog .,1557838421_a33f2a4911_0.wav,train,1557838421_a33f2a4911.jpg,"['grey', 'dog']"
1562392511_522a26063b.jpg#0,A dog chewing a blue rope while two men watch from behind .,1562392511_522a26063b_0.wav,train,1562392511_522a26063b.jpg,"['rope', 'dog']"
1562478333_43d13e5427.jpg#0,A man is camping on a beach shore .,1562478333_43d13e5427_0.wav,train,1562478333_43d13e5427.jpg,"['man', 'beach']"
1562478713_505ab6d924.jpg#0,A man cooking food at his campsite .,1562478713_505ab6d924_0.wav,train,1562478713_505ab6d924.jpg,"['food', 'man']"
1563731247_7f21d8bec0.jpg#0,A child plays on the ground in a pile of leaves .,1563731247_7f21d8bec0_0.wav,train,1563731247_7f21d8bec0.jpg,"['pile', 'ground', 'child']"
1564614124_0ee6799935.jpg#0,A closeup of a girl holding a heart necklace and looking at it .,1564614124_0ee6799935_0.wav,train,1564614124_0ee6799935.jpg,['girl']
1566117559_f5d98fbeb0.jpg#0,A little white dog begs .,1566117559_f5d98fbeb0_0.wav,train,1566117559_f5d98fbeb0.jpg,['dog']
1569562856_eedb5a0a1f.jpg#0,A man in a black jacket is has a white headphone in his ear .,1569562856_eedb5a0a1f_0.wav,train,1569562856_eedb5a0a1f.jpg,"['man', 'jacket']"
156967462_72db9b722c.jpg#0,a couple dogs in and around a small lake of water near a highway,156967462_72db9b722c_0.wav,train,156967462_72db9b722c.jpg,"['water', 'lake']"
1569687608_0e3b3ad044.jpg#1,Two little girls are posing for a picture on a boat .,1569687608_0e3b3ad044_1.wav,train,1569687608_0e3b3ad044.jpg,"['boat', 'picture']"
157139628_5dc483e2e4.jpg#0,A man in a blue shirt is spraying a sand sculpture .,157139628_5dc483e2e4_0.wav,train,157139628_5dc483e2e4.jpg,"['shirt', 'man', 'sand']"
1572286502_64e5c4b920.jpg#0,A blonde child climbing across a net .,1572286502_64e5c4b920_0.wav,train,1572286502_64e5c4b920.jpg,"['blonde', 'net', 'child']"
1573017288_4d481856e2.jpg#0,A girl with arms raised in sliding down a red and white slide .,1573017288_4d481856e2_0.wav,train,1573017288_4d481856e2.jpg,"['slide', 'girl']"
1574401950_6bedc0d29b.jpg#0,A boy jumps from the top of a blue plastic slide .,1574401950_6bedc0d29b_0.wav,train,1574401950_6bedc0d29b.jpg,"['boy', 'top', 'jumps', 'slide']"
1576185717_f841ddc3da.jpg#0,A boy and girl playing cricket,1576185717_f841ddc3da_0.wav,train,1576185717_f841ddc3da.jpg,"['playing', 'boy']"
1579198375_84b18e003a.jpg#0,A band performs in a dimly lit setting .,1579198375_84b18e003a_0.wav,train,1579198375_84b18e003a.jpg,['band']
1579287915_4257c54451.jpg#0,A lone man stands on a rocky outcropping and looks out over the wilderness .,1579287915_4257c54451_0.wav,train,1579287915_4257c54451.jpg,"['lone', 'man']"
1580172290_e19067e0dd.jpg#0,A baby and a young boy playing .,1580172290_e19067e0dd_0.wav,train,1580172290_e19067e0dd.jpg,"['playing', 'boy', 'baby']"
1581822598_0ae23074f1.jpg#0,A brown and black dog playing in the snow .,1581822598_0ae23074f1_0.wav,train,1581822598_0ae23074f1.jpg,"['playing', 'brown', 'dog', 'snow']"
1594038143_57f299aa8a.jpg#0,A man in a pink shirt is showing a magic trick to a boy in a blue shirt .,1594038143_57f299aa8a_0.wav,train,1594038143_57f299aa8a.jpg,"['boy', 'shirt', 'pink', 'man']"
1597319381_1e80d9e39c.jpg#0,A group of kids in red and white playing soccer .,1597319381_1e80d9e39c_0.wav,train,1597319381_1e80d9e39c.jpg,"['playing', 'soccer', 'group']"
1597557856_30640e0b43.jpg#0,a brown dog is jumping up at a woman who is wearing a brown skirt .,1597557856_30640e0b43_0.wav,train,1597557856_30640e0b43.jpg,"['woman', 'dog']"
1598085252_f3219b6140.jpg#0,A dog in a field .,1598085252_f3219b6140_0.wav,train,1598085252_f3219b6140.jpg,"['dog', 'field']"
1600208439_e94527b80f.jpg#0,A brown dog playing in mud .,1600208439_e94527b80f_0.wav,train,1600208439_e94527b80f.jpg,"['playing', 'dog']"
160541986_d5be2ab4c1.jpg#0,A girl is all decked out with razzling jewelry .,160541986_d5be2ab4c1_0.wav,train,160541986_d5be2ab4c1.jpg,['girl']
160566014_59528ff897.jpg#0,A couple sit on the hood of a car with their backs to the camera .,160566014_59528ff897_0.wav,train,160566014_59528ff897.jpg,"['car', 'camera']"
160585932_fa6339f248.jpg#0,"A black station wagon with its lights on , partially submerged in water with a wooded area behind it .",160585932_fa6339f248_0.wav,train,160585932_fa6339f248.jpg,"['station', 'area', 'water']"
1606988704_fe330878a3.jpg#0,Three children playing in hay,1606988704_fe330878a3_0.wav,train,1606988704_fe330878a3.jpg,['hay']
160805827_5e6646b753.jpg#0,A man in a boat in front of a sunset .,160805827_5e6646b753_0.wav,train,160805827_5e6646b753.jpg,"['boat', 'sunset', 'man', 'front']"
1616016569_673de1d678.jpg#0,a couple sitting together smiling at the photographer,1616016569_673de1d678_0.wav,train,1616016569_673de1d678.jpg,['couple']
161669933_3e7d8c7e2c.jpg#0,A competitive motorcycle racer prepares to make a left turn along a paved road .,161669933_3e7d8c7e2c_0.wav,train,161669933_3e7d8c7e2c.jpg,"['motorcycle', 'road', 'racer']"
161905204_247c6ca6de.jpg#0,a girl in a light blue windbreaker walks down a cement road .,161905204_247c6ca6de_0.wav,train,161905204_247c6ca6de.jpg,"['road', 'blue', 'girl']"
1620397000_3883e3ecd3.jpg#0,A black and white spotted dog is jumping over the small stream of water .,1620397000_3883e3ecd3_0.wav,train,1620397000_3883e3ecd3.jpg,"['water', 'stream', 'dog']"
162152393_52ecd33fc5.jpg#0,A girl on a beach with rainbow flags .,162152393_52ecd33fc5_0.wav,train,162152393_52ecd33fc5.jpg,"['girl', 'beach']"
1622619190_d0b51aff28.jpg#0,A brown dog is walking on the grass beside a fence .,1622619190_d0b51aff28_0.wav,train,1622619190_d0b51aff28.jpg,"['grass', 'fence', 'dog']"
1625306051_7099519baa.jpg#0,A man in a yellow shirt and a man in an orange shirt jump in the air .,1625306051_7099519baa_0.wav,train,1625306051_7099519baa.jpg,"['air', 'shirt', 'orange', 'man']"
162743064_bb242faa31.jpg#0,A brown dog catching a ball in silhouette .,162743064_bb242faa31_0.wav,train,162743064_bb242faa31.jpg,"['ball', 'dog']"
1643915227_9f48068772.jpg#0,A group of people are walking down the sidewalk of a big city .,1643915227_9f48068772_0.wav,train,1643915227_9f48068772.jpg,"['sidewalk', 'city', 'group']"
1650280501_29810b46e5.jpg#0,A group of people are sitting in some rows of wooden seats .,1650280501_29810b46e5_0.wav,train,1650280501_29810b46e5.jpg,['group']
1655781989_b15ab4cbff.jpg#0,A group of mountain climbers,1655781989_b15ab4cbff_0.wav,train,1655781989_b15ab4cbff.jpg,"['mountain', 'group']"
1659358133_95cd1027bd.jpg#0,a brown dog sniffs a tree stump .,1659358133_95cd1027bd_0.wav,train,1659358133_95cd1027bd.jpg,['dog']
1659396176_ced00a549f.jpg#0,"A white and brown dog with his mouth open and tongue out facing a second , almost off-camera dog .",1659396176_ced00a549f_0.wav,train,1659396176_ced00a549f.jpg,"['mouth', 'dog']"
1662261486_db967930de.jpg#0,A black and white dog is jumping through a black and white hoop .,1662261486_db967930de_0.wav,train,1662261486_db967930de.jpg,['dog']
166321294_4a5e68535f.jpg#0,A man is riding on a red motorcycle .,166321294_4a5e68535f_0.wav,train,166321294_4a5e68535f.jpg,"['motorcycle', 'man']"
1663751778_90501966f0.jpg#0,A climber is attached by ropes to a brown colored rock face .,1663751778_90501966f0_0.wav,train,1663751778_90501966f0.jpg,"['face', 'rock', 'climber']"
166654939_80ea4ddbcc.jpg#0,A group of race buggies travel down a racetrack .,166654939_80ea4ddbcc_0.wav,train,166654939_80ea4ddbcc.jpg,"['race', 'group']"
1670592963_39731a3dac.jpg#0,A collie runs down a slide .,1670592963_39731a3dac_0.wav,train,1670592963_39731a3dac.jpg,['slide']
167295035_336f5f5f27.jpg#0,A climber wearing a white helmet is perched on the side of a rock face .,167295035_336f5f5f27_0.wav,train,167295035_336f5f5f27.jpg,"['face', 'helmet', 'climber', 'side', 'rock']"
1676601498_7d59327523.jpg#0,A male and a female are leaning against railing looking off with the ocean in the background,1676601498_7d59327523_0.wav,train,1676601498_7d59327523.jpg,"['ocean', 'background']"
1679565118_d36f0d6d52.jpg#0,A black dog catches a tennis ball in his mouth while a white dog watches .,1679565118_d36f0d6d52_0.wav,train,1679565118_d36f0d6d52.jpg,"['ball', 'tennis', 'dog', 'mouth']"
1683444418_815f660379.jpg#0,A man in a camouflage tank top standing next to a man in a grey t-shirt with a fountain in the background .,1683444418_815f660379_0.wav,train,1683444418_815f660379.jpg,"['camouflage', 'fountain', 'man', 'background']"
1685463722_55843b6d3c.jpg#0,A woman and her two dogs are walking down the street .,1685463722_55843b6d3c_0.wav,train,1685463722_55843b6d3c.jpg,"['woman', 'street']"
1685990174_09c4fb7df8.jpg#0,A bunch of kids run on a school play field .,1685990174_09c4fb7df8_0.wav,train,1685990174_09c4fb7df8.jpg,"['school', 'play', 'field']"
1688699579_2f72328c7e.jpg#0,A small dog and a large dog carrying a stick in its mouth run outside .,1688699579_2f72328c7e_0.wav,train,1688699579_2f72328c7e.jpg,"['stick', 'dog', 'mouth']"
1689658980_0074d81d28.jpg#3,Two dogs running through the water on a beach .,1689658980_0074d81d28_3.wav,train,1689658980_0074d81d28.jpg,"['water', 'beach']"
169490297_b6ff13632a.jpg#0,"A boy in a blue , yellow , and orange shirt holding his arms out from his sides .",169490297_b6ff13632a_0.wav,train,169490297_b6ff13632a.jpg,"['orange', 'shirt', 'boy', 'blue']"
1713248047_d03721456d.jpg#0,"A brown dog , a black and white dog , and a black dog are all standing in a field .",1713248047_d03721456d_0.wav,train,1713248047_d03721456d.jpg,"['dog', 'field']"
1713248099_d860df4e10.jpg#0,"A brown dog , a black dog and a black and white dog are in a grassy field",1713248099_d860df4e10_0.wav,train,1713248099_d860df4e10.jpg,"['dog', 'field']"
171488318_fb26af58e2.jpg#0,A dog is walking along some dry cracked earth .,171488318_fb26af58e2_0.wav,train,171488318_fb26af58e2.jpg,['dog']
1716445442_9cf3528342.jpg#0,A man picking up a big rock .,1716445442_9cf3528342_0.wav,train,1716445442_9cf3528342.jpg,"['man', 'rock']"
1718184338_5968d88edb.jpg#0,A couple of people are standing and the person in the red coat is pointing at the body of water .,1718184338_5968d88edb_0.wav,train,1718184338_5968d88edb.jpg,"['water', 'coat', 'couple', 'body', 'person']"
172092461_a9a9762e13.jpg#0,A man wakeboards in a red vest and smiles for the camera .,172092461_a9a9762e13_0.wav,train,172092461_a9a9762e13.jpg,"['man', 'camera']"
172092464_d9eb4f4f2f.jpg#0,A guy waterskiing behind a boat .,172092464_d9eb4f4f2f_0.wav,train,172092464_d9eb4f4f2f.jpg,"['boat', 'guy']"
172097783_292c5413d8.jpg#0,A boy is wakeboarding on a lake with one hand .,172097783_292c5413d8_0.wav,train,172097783_292c5413d8.jpg,"['hand', 'boy', 'lake']"
1721637099_93e9ec2a2f.jpg#0,A boy laying on clothes .,1721637099_93e9ec2a2f_0.wav,train,1721637099_93e9ec2a2f.jpg,['boy']
17273391_55cfc7d3d4.jpg#0,A fisherman fishes at the bank of a foggy river .,17273391_55cfc7d3d4_0.wav,train,17273391_55cfc7d3d4.jpg,['river']
173020287_230bfc4ffc.jpg#0,A man gets ready to throw a stick for his waiting dog .,173020287_230bfc4ffc_0.wav,train,173020287_230bfc4ffc.jpg,"['stick', 'man', 'dog']"
1732217138_aa0199ef87.jpg#0,The couple eat their meal outside .,1732217138_aa0199ef87_0.wav,train,1732217138_aa0199ef87.jpg,['couple']
1732436777_950bcdc9b8.jpg#0,A couple on the stairs are photographing a man and woman embracing in front of a building .,1732436777_950bcdc9b8_0.wav,train,1732436777_950bcdc9b8.jpg,"['front', 'couple', 'woman', 'man']"
174466741_329a52b2fe.jpg#0,A girl in a pink tank top and green pants is running through a field of tall flowers .,174466741_329a52b2fe_0.wav,train,174466741_329a52b2fe.jpg,"['top', 'girl', 'field']"
1752454466_723790dbd6.jpg#0,A brown and white dog exiting a yellow and blue ramp in a grassy area .,1752454466_723790dbd6_0.wav,train,1752454466_723790dbd6.jpg,"['dog', 'ramp', 'yellow', 'area', 'brown']"
1763020597_d4cc8f0f8a.jpg#0,people sit against a wall,1763020597_d4cc8f0f8a_0.wav,train,1763020597_d4cc8f0f8a.jpg,['wall']
1770036088_08abe4f6e9.jpg#0,A man and a girl in bed .,1770036088_08abe4f6e9_0.wav,train,1770036088_08abe4f6e9.jpg,"['girl', 'man']"
1771490732_0ab5f029ac.jpg#0,Three boys playing soccer in a field,1771490732_0ab5f029ac_0.wav,train,1771490732_0ab5f029ac.jpg,"['soccer', 'field']"
177302997_5b2d770a0a.jpg#0,A child holding on to the bar while riding a horse on a carousel ride .,177302997_5b2d770a0a_0.wav,train,177302997_5b2d770a0a.jpg,"['ride', 'horse', 'child']"
1775029934_e1e96038a8.jpg#0,An animal with horns jumping in a field .,1775029934_e1e96038a8_0.wav,train,1775029934_e1e96038a8.jpg,['field']
1776981714_5b224d0f7a.jpg#0,two Asian women walking in front of a green door,1776981714_5b224d0f7a_0.wav,train,1776981714_5b224d0f7a.jpg,['front']
1777816180_08d7e8063b.jpg#0,a boy prepares a jump off a rock .,1777816180_08d7e8063b_0.wav,train,1777816180_08d7e8063b.jpg,"['boy', 'rock']"
1778020185_1d44c04dae.jpg#0,A brown dog runs for a white and black dog on the grass .,1778020185_1d44c04dae_0.wav,train,1778020185_1d44c04dae.jpg,"['grass', 'dog']"
